Código,País,1970,,,,1971,,,,1972,,,,1973,,,,1974,,,,1975,,,,1976,,,,1977,,,,1978,,,,1979,,,,1980,,,,1981,,,,1982,,,,1983,,,,1984,,,,1985,,,,1986,,,,1987,,,,1988,,,,1989,,,,1990,,,,1991,,,,1992,,,,1993,,,,1994,,,,1995,,,,1996,,,,1997,,,,1998,,,,1999,,,,2000,,,,2001,,,,2002,,,,2003,,,,2004,,,,2005,,,,2006,,,,2007,,,,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021,,,,2022,,,,2023,,,2024*,,
 770 , Surinam ,"747,289","116,450",0,,"2,815,177","348,874",0,,"41,763","64,662",0,,"896,262","167,108",0,,"803,501","166,083",0,,"4,565,575","298,895",0,,"735,190","598,959",0,,"7,863,164","1,461,699",0,,"2,563,178","1,105,337",0,,"566,906","764,731",0,,"3,726,606","1,553,035","72,265,023",,"6,079,708","1,539,960","83,295,663",,"29,471,011","2,102,654","136,759,592",,"63,436,264","2,913,242","231,761,394",,"77,220,088","2,815,667","283,011,200",,"57,495,901","3,093,360","422,252,312",,"91,116,890","3,735,692","710,292,807",,"36,583,207","1,142,978","275,389,753",,"45,857,177","1,406,732","427,812,211",,"45,393,384","1,416,645","558,404,088",,"55,659,242","2,078,598","1,062,938,505",,"23,179,112","1,348,083","841,412,187",,"19,535,338","891,039","612,106,308",,"23,563,786","904,241","705,206,566",,"37,881,575","1,969,196","1,625,763,939",,"41,741,073","2,655,789","2,450,365,891",,"36,663,302","4,082,787","4,225,715,768",,"38,294,122","4,373,114","5,062,995,550",,"55,052,745","4,311,246","6,209,438,399",,"39,597,958","2,967,825","5,191,081,073",,"52,926,194","3,297,970","6,906,286,478",,"51,088,406","3,004,742","6,910,053,250",,"62,692,212","3,773,799","9,447,372,078",,"72,389,719","5,219,115","15,009,689,240",,"68,301,025","5,671,677","14,645,454,994",,"89,798,474","9,134,346","21,113,786,881",,"91,080,003","9,558,507","22,539,424,785",,"102,801,268","15,969,980","32,971,042,030",,"81,442,836","11,198,834","21,781,204,923",,"86,174,023","16,016,323","34,249,523,545",,"42,779,591","12,955,904","24,409,033,651",,"37,837,114","13,558,586","25,196,212,356",,"7,928,015","9,143,242","16,472,104,222",,"7,860,933","9,065,163","16,938,856,687",,"17,647,455","16,530,814","32,547,221,776",,"14,378,796","10,202,005","27,891,511,873",,"7,060,251","7,423,344","22,773,192,681",,"6,973,159","8,190,906","24,172,164,372",," 4,299,226 "," 4,924,852 "," 14,711,214,031 ",," 4,383,820 "," 9,733,830 "," 32,283,230,628 ",,"5,904,628","6,188,398","22,914,095,180",,"6,108,837","6,412,128","24,199,752,926",," 9,334,794 "," 10,599,588 "," 45,142,785,173 ",," 6,857,808 "," 12,560,811 "," 53,879,158,697 "," 2,457,924 "," 4,747,260 "," 18,477,814,475 "
 772 ," Svalbard y Jan Mayen, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 773 , Swazilandia ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,"107,775","59,419,591",,0,0,0,,76,"5,833","3,707,046",,0,0,0,,0,0,0,,70,"8,182","8,085,043",,0,"5,000","5,148,200",,0,0,0,,0,0,0,,98,"9,303","15,269,293",,0,0,0,,0,0,0,,0,0,0,,25,"1,460","4,173,878",,"6,695","44,337","113,732,911",,"12,085","78,004","180,347,988",,"2,362","15,754","39,077,466",,91,"5,448","11,019,996",,0,0,0,,0,0,0,,33,"3,910","7,695,631",,"60,000","52,201","97,038,305",,85,465,"829,253",,"33,003,478","6,702,967","12,620,731,017",,"3,183","10,000","20,197,600",,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,," 19,225 "," 120,982 "," 406,033,739 ",,"1,000","5,000","19,292,800",,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 774 , Tayikistán ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,320,"1,413","1,159,762",,390,"1,620","1,371,541",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,137,"1,000","2,358,540",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,75,961,"1,724,686",,214,"3,019","5,621,668",,105,"1,939","4,099,368",,"13,023","85,191","247,027,116",,"15,202","103,737","315,182,082",,"2,477","21,149","62,048,144",," 4,400 "," 36,605 "," 104,110,430 ",," 8,718 "," 76,281 "," 246,226,353 ",,"2,830","55,838","222,832,599",,"2,100","5,478","19,609,010",, -   , -   , -   ,," 3,806 "," 83,423 "," 341,165,599 ", -   , -   , -   
 776 , Tailandia ,"73,555","32,362",0,,42,675,0,,103,"1,680",0,,"64,023","70,335",0,,"116,325","134,851",0,,194,"6,241",0,,"31,238","175,022",0,,"83,904","283,027",0,,"51,546","151,757",0,,"16,816","61,625",0,,"13,280","142,865","6,988,343",,"2,017,125","2,825,865","165,192,947",,"404,919","1,050,926","63,325,757",,"7,178","132,956","10,989,514",,"8,476","192,439","19,796,909",,"8,367","175,456","22,464,473",,"3,198","70,127","12,634,797",,372,"21,070","5,076,504",,553,"20,970","6,069,212",,"26,262","314,764","125,327,785",,"1,046,879","2,097,425","1,074,171,770",,"347,765","3,035,801","1,972,762,670",,"1,661,271","4,119,810","2,850,679,106",,"701,950","4,792,159","3,748,124,908",,"1,217,133","3,484,698","2,871,812,880",,"2,626,897","9,218,194","8,353,073,881",,"2,991,557","6,314,636","6,582,070,358",,"2,319,521","6,961,004","7,714,169,575",,"762,043","6,300,768","8,804,454,918",,"749,656","9,141,805","15,905,452,256",,"958,480","6,701,392","13,824,735,252",,"880,319","7,370,401","16,889,207,377",,"3,514,906","7,250,870","18,587,914,151",,"3,112,949","8,252,913","23,809,022,015",,"2,474,829","11,024,261","29,083,555,196",,"2,013,410","11,601,551","26,980,016,980",,"2,074,107","14,085,392","33,147,437,371",,"2,015,032","15,512,000","32,146,192,621",,"6,067,009","29,222,761","57,193,548,185",,"12,366,022","22,997,971","48,437,390,412",,"189,574,393","46,847,109","90,136,443,590",,"25,265,079","37,367,105","68,480,946,530",,"23,124,198","38,162,805","68,777,689,391",,"20,863,630","44,435,357","83,225,905,305",,"9,955,168","37,821,107","76,231,787,014",,"15,853,253","38,384,825","105,158,690,284",,"332,729,555","48,236,849","147,819,597,651",,"10,267,672","29,892,358","88,066,438,472",," 8,636,967 "," 24,931,673 "," 72,628,689,105 ",," 174,854,487 "," 34,376,831 "," 114,062,080,700 ",,"188,635,537","36,876,946","136,332,483,724",,"20,214,808","26,786,216","100,081,242,280",," 12,199,129 "," 33,439,642 "," 140,430,986,111 ",," 10,287,219 "," 33,095,708 "," 139,839,160,923 "," 4,707,177 "," 14,700,325 "," 57,385,429,244 "
 780 ," Tanzania, República Unida de ",195,315,0,,65,170,0,,65,183,0,,529,"6,133",0,,622,"2,167",0,,71,188,0,,0,0,0,,0,0,0,,22,"1,009",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,27,186,"131,621",,38,258,"201,585",,27,200,"165,996",,0,0,0,,0,0,0,,"14,187,140","3,694,738","3,926,666,252",,0,0,0,,"16,640","25,983","42,646,677",,"15,047,846","3,283,792","7,264,181,517",,0,0,0,,0,0,0,,533,"6,150","17,688,630",,"6,831","84,288","224,945,363",,"29,377","406,622","942,616,998",,"45,145","340,209","819,166,980",,"244,832","425,830","854,953,297",,"833,941","1,481,539","2,934,364,778",,"1,056,523","2,089,802","4,433,554,492",,"1,629,262","3,208,840","6,156,416,423",,"1,860,445","2,859,390","5,190,058,162",,"1,300,460","2,545,959","4,560,115,288",,"1,092,803","2,165,159","4,119,489,865",,"1,480,127","2,383,992","4,814,618,482",,"1,806,421","3,017,541","8,062,783,063",,"1,020,285","2,062,501","6,317,017,961",,"1,193,625","2,572,371","7,591,974,915",," 980,759 "," 1,857,798 "," 5,506,056,875 ",," 302,999 "," 735,980 "," 2,329,823,107 ",,"275,376","547,829","1,979,987,613",,"289,637","919,219","3,454,717,339",," 61,691 "," 547,583 "," 2,218,076,376 ",," 196,328 "," 640,607 "," 2,826,841,620 "," 101,964 "," 719,482 "," 2,794,126,086 "
 783 , Djibouti ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,320,"5,271",0,,0,0,0,,0,0,0,,520,"8,430",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"2,470,000","601,636","1,385,574,270",,0,0,0,,"22,682","52,632","109,159,932",,0,0,0,,"51,441","118,197","265,829,480",,"24,000","7,440","13,410,079",,"172,345","63,559","117,610,057",,"192,841","104,300","188,422,218",,"41,348","143,664","273,215,885",,"98,095","338,095","651,344,224",,"67,692","217,685","608,016,772",,"37,174","357,977","1,076,509,436",,"53,471","926,918","2,756,118,999",," 55,166 "," 492,792 "," 1,493,489,468 ",," 185,383 "," 2,046,583 "," 6,829,318,998 ",,"33,394","611,078","2,264,745,971",,"375,391","2,500,461","9,410,464,306",," 56,163 "," 1,050,625 "," 4,549,721,344 ",," 122,486 "," 1,437,876 "," 6,502,083,940 "," 43,054 "," 155,612 "," 601,136,937 "
 785 , Territorio Palestino Ocupado ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"425,000","15,500",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 786 , Antartida ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,056","2,830","2,831,641",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 787 , Territorio Británico del Océano indico ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,"168,218","117,266,450",,0,0,0,,0,0,0,,0,0,0,,117,"925,871","967,387,056",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,120,182,"496,252",,0,0,0,,964,"16,784","40,473,037",,"26,775","46,037","109,004,401",,0,0,0,,0,0,0,,340,"1,940","3,780,885",,"1,104","68,621","164,155,333",,0,0,0,,0,0,0,,158,"13,136","23,942,570",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 ," 10,750 "," 37,079,653 ",,0,0,0,,0,0,0,, 0 ," 11,700 "," 44,130,411 ",, -   , -   , -   , 31 ," 6,673 "," 26,198,331 "
 788 , Timor del Este ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"5,574","66,704","158,965,638",,"4,551","75,471","137,267,766",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"4,314","87,161","266,280,813",,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,," 1,206 "," 21,750 "," 104,423,055 ",, -   , -   , -   , -   , -   , -   
 794 , ZFPE Ecocementos ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   ,,0,0,0,,"119,203,100","702,448","2,777,036,383",," 665,303,900 "," 4,491,375 "," 19,194,676,890 ",," 1,186,853,980 "," 8,531,851 "," 36,765,336,650 "," 591,984,600 "," 4,724,055 "," 18,492,034,917 "
 800 , Togo ,0,0,0,,725,"5,305",0,,0,0,0,,0,0,0,,21,286,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,115,686,"36,523",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,52,"9,558","2,445,414",,0,0,0,,"13,540","116,687","44,894,082",,35,"5,882","3,313,801",,"278,459","352,220","233,013,839",,"388,523","488,157","325,035,447",,"32,256","33,870","26,231,222",,"53,361","84,399","69,841,844",,0,0,0,,"20,545","33,342","35,741,290",,0,0,0,,"13,160","22,310","34,864,060",,"27,895","26,326","41,376,581",,0,0,0,,"41,831","43,743","101,143,251",,"38,200","22,873","61,156,676",,"75,506","65,885","186,864,560",,"5,514,201","1,051,973","2,823,198,705",,"23,520","11,200","25,580,352",,"25,449","24,963","59,710,484",,"145,863","242,335","505,673,741",,"77,325","128,627","249,800,429",,"116,278","328,874","745,386,226",,"605,500","339,322","672,716,883",,"36,000","99,764","189,873,045",,"143,854,318","130,498,507","232,660,778,630",,"21,480","4,139","7,975,445",,"1,119,846","574,645","1,105,367,409",,"750,867","1,243,645","3,618,756,182",,"89,000,466","33,253,865","102,004,490,647",,"374,315","618,728","1,849,126,465",," 98,604 "," 162,522 "," 492,240,579 ",," 161,443 "," 166,341 "," 541,839,845 ",,"1,028,881","694,899","2,559,627,802",,"1,737,072","1,400,444","5,278,072,927",," 705,974 "," 542,245 "," 2,442,528,018 ",," 727,873 "," 861,555 "," 3,839,556,186 "," 448,753 "," 677,896 "," 2,644,326,181 "
 805 , Tokelau ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"5,844,446","292,068","13,405,369",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,250,"4,489","12,350,271",,24,"1,127","3,163,714",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"1,174",42,"80,964",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,, 0 , 0 , 0 ,, 0 , 0 , 0 ,,0,0,0,,0,0,0,, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
 810 , Tonga ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,85,"6,176","272,670",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"21,546","50,988","41,279,885",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,74,995,"1,339,389",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,170,300,"580,647",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"93,429","183,222","518,619,833",,"69,635","131,524","410,161,194",,"43,211","79,608","236,192,315",," 79,848 "," 142,416 "," 419,497,327 ",, 0 , 0 , 0 ,,"52,053","84,879","298,202,903",,"26,036","42,442","145,681,822",," 25,231 "," 47,443 "," 191,378,430 ",, 184 ," 61,440 "," 240,564,019 ", -   , -   , -   
 815 , Trinidad y Tobago ,"163,888,971","3,100,465",0,,"42,314,714","1,589,371",0,,"20,583,683","1,578,898",0,,"844,325","593,066",0,,"1,123,182","1,679,749",0,,"3,119,325","1,497,153",0,,"7,061,980","3,773,897",0,,"30,554,190","3,490,856",0,,"112,546,251","3,937,912",0,,"96,030,959","6,514,445",0,,"170,616,347","10,057,961","475,054,669",,"233,055,736","16,676,990","911,004,023",,"332,195,238","20,416,488","1,322,551,021",,"257,704,085","13,083,913","1,020,548,535",,"116,425,589","5,369,439","525,341,905",,"781,583","3,090,435","446,159,325",,"5,579,320","2,285,025","473,131,975",,"63,502,375","8,800,802","1,978,282,711",,"422,635","931,753","283,810,866",,"1,229,970","2,334,796","891,248,172",,"39,008,515","11,630,964","6,217,615,776",,"2,009,456","3,734,066","2,385,844,039",,"3,596,368","4,086,391","2,815,320,490",,"402,691,396","49,832,839","39,072,084,789",,"100,965,377","14,922,562","12,275,276,586",,"393,331,798","55,740,650","52,739,716,104",,"909,334,476","131,373,642","136,739,743,254",,"638,947,295","84,616,228","96,472,784,313",,"889,740,284","81,316,369","113,786,285,079",,"556,303,996","84,789,934","151,822,363,586",,"1,056,477,234","195,441,120","407,369,103,739",,"1,043,389,838","171,370,441","394,651,277,055",,"323,837,511","57,669,020","135,131,340,803",,"463,433,937","98,558,249","285,650,264,809",,"265,159,392","70,838,234","183,254,124,259",,"553,508,925","197,747,135","458,790,749,491",,"439,877,557","206,750,481","490,154,526,299",,"701,672,593","342,222,318","718,812,574,109",,"765,937,771","521,687,347","1,004,698,946,028",,"847,161,054","378,992,080","781,241,576,359",,"360,728,955","240,103,434","455,468,489,818",,"1,483,393,879","1,000,916,454","1,825,328,379,524",,"748,789,753","570,695,020","1,026,702,708,197",,"641,123,077","446,804,463","849,223,989,665",,"209,453,915","142,425,512","280,114,776,835",,"501,079,562","216,921,750","561,027,371,631",,"187,487,305","84,471,155","259,320,008,661",,"702,768,415","255,574,355","755,218,570,125",," 697,250,897 "," 308,040,260 "," 897,035,307,169 ",," 39,067,554 "," 36,995,733 "," 121,414,244,345 ",,"95,270,986","61,131,965","217,879,890,409",,"40,799,523","50,411,742","189,932,105,565",," 34,729,900 "," 53,918,471 "," 230,088,400,442 ",," 24,412,754 "," 40,965,174 "," 175,556,260,160 "," 12,804,722 "," 20,098,290 "," 78,384,552,012 "
 820 , Túnez ,"99,830","47,294",0,,"59,231","27,324",0,,"100,000","46,060",0,,"372,882","344,412",0,,"379,162","321,070",0,,"738,410","98,304",0,,735,"1,037",0,,"234,000","242,915",0,,"12,208,000","2,574,400",0,,"12,000,088","2,034,025",0,,"224,961","270,426","12,760,509",,"35,000","54,292","3,002,348",,"1,913,273","848,757","53,308,226",,"12,000,000","1,708,199","121,111,308",,"1,435,990","334,655","32,615,477",,0,0,0,,"12,000,000","2,166,720","424,243,777",,0,0,0,,"139,980","417,680","118,391,396",,87,"5,498","1,867,231",,210,725,"399,714",,"2,906","31,530","20,101,444",,"4,842","46,430","34,066,619",,150,"1,922","1,528,144",,149,"1,298","1,076,289",,"4,876,799","1,352,865","1,169,556,666",,"10,692","90,398","94,303,149",,0,0,0,,0,0,0,,"52,500","111,375","220,378,826",,"39,506","134,775","292,519,235",,"75,378","257,177","588,222,576",,"31,139,427","6,430,955","17,483,643,453",,"14,181,097","3,198,147","9,211,595,699",,"3,704,861","1,585,041","3,986,539,080",,"202,750","696,970","1,617,100,377",,"213,583","766,724","1,827,633,922",,"21,324","57,640","114,571,279",,"33,424","84,947","171,192,927",,"32,924,450","13,045,523","26,439,736,814",,"1,417,171","1,234,258","2,357,336,994",,"18,166,283","14,387,974","25,584,806,609",,"1,388,244","10,506,513","18,967,065,524",,"33,368,961","16,939,277","32,465,053,992",,"1,421,221","7,556,414","15,626,144,511",,"142,500","1,667,168","4,541,380,446",,"279,325","2,352,673","7,105,162,464",,"251,571","1,639,905","4,850,993,545",," 265,092 "," 2,367,608 "," 6,991,897,346 ",," 320,189 "," 2,841,005 "," 9,280,787,341 ",,"5,190,631","2,053,393","7,335,561,188",,"15,458,781","4,995,004","18,654,187,490",," 232,620 "," 797,999 "," 3,373,340,752 ",," 44,311 "," 124,953 "," 547,732,004 "," 5,650 "," 45,597 "," 176,695,767 "
 823 ," Turcas y Caicos, Islas ",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,39,"3,952",0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"15,000","45,244","5,864,527",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,"3,881","4,177","2,353,238",,0,0,0,,"4,905,893","215,463","145,495,346",,"21,204,050","961,530","775,888,983",,"27,195,544","1,251,668","1,032,474,098",,"5,563,300","264,292","238,143,415",,"5,408,304","382,467","393,179,117",,"1,478,575","70,972","74,577,478",,"2,255,716","144,936","214,092,243",,"2,148,622","162,577","266,546,931",,"1,330,323","145,973","315,322,311",,"3,575,090","681,964","1,578,693,440",,"224,730","118,621","295,182,964",,"2,826,929","239,326","678,490,303",,"8,276,925","473,442","1,241,868,838",,"10,223,381","719,991","1,668,649,777",,"27,349,157","2,482,898","5,678,614,527",,"19,057,858","1,867,324","3,806,769,965",,"16,861,063","1,633,742","3,153,850,729",,"8,018,349","938,550","2,058,905,107",,"3,583,665","747,520","1,450,658,354",,"1,224,932","24,661","44,144,954",,"6,255","16,081","28,973,149",,348,"25,240","47,319,717",,"14,697","54,230","111,264,050",,"32,190","34,913","107,923,397",,"48,377","44,839","143,107,558",,"72,933","112,473","332,721,467",," 104,783 "," 884,758 "," 2,681,883,317 ",," 107,772 "," 355,751 "," 1,137,136,240 ",,"215,916","1,559,585","5,596,646,747",,"227,728","1,086,107","3,957,634,634",," 179,993 "," 1,156,594 "," 5,160,239,798 ",," 177,734 "," 2,485,646 "," 10,784,692,256 "," 285,164 "," 2,550,421 "," 9,946,712,955 "
 825 , Turkmenistán ,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,317,"3,119","7,122,926",,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,8,"5,196","9,185,767",,517,"25,812","46,586,364",,"9,535","29,289","55,574,959",,"1,298","9,067","25,833,507",,239,"7,878","23,953,219",,489,"7,780","22,913,803",, 88 , 725 ," 2,119,348 ",," 18,540 "," 153,440 "," 516,958,782 ",,"1,557","10,549","40,092,738",,"13,798","80,642","302,212,711",, -   , -   , -   ,, -   , -   , -   , -   , -   , -   
