Código,País,Enero - Diciembre 1980,,Enero - Diciembre 1981,,Enero - Diciembre 1982,,Enero - Diciembre 1983,,Enero - Diciembre 1984,,Enero - Diciembre 1985,,Enero - Diciembre 1986,,Enero - Diciembre 1987,,Enero - Diciembre 1988,,Enero - Diciembre 1989,,Enero - Diciembre 1990,,Enero - Diciembre 1991,,Enero - Diciembre 1992,,Enero - Diciembre 1993,,Enero - Diciembre 1994,,Enero - Diciembre 1995,,Enero - Diciembre 1996,,Enero - Diciembre 1997,,Enero - Diciembre 1998,,Enero - Diciembre 1999,,Enero - Diciembre 2000,,,,,Enero - Diciembre 2001,,,,,Enero - Diciembre 2002,,,,,Enero - Diciembre 2003,,,,,Enero - Diciembre 2004,,,,,Enero - Diciembre 2005,,,,,Enero - Diciembre 2006,,,,,Enero - Diciembre 2007,,,,,Enero - Diciembre 2008,,,,,Enero - Diciembre 2009,,,,,Enero - Diciembre 2010,,,,,Enero - Diciembre 2011,,,,,Enero - Diciembre 2012,,,,,Enero - Diciembre 2013,,,,,Enero - Diciembre 2014,,,,,Enero - Diciembre 2015,,,,,Enero - Diciembre 2016,,,,,Enero - Diciembre 2017,,,,,Enero - Diciembre 2018,,,,,Enero-diciembre2019,,,,,Enero-diciembre2020,,,,,Enero-diciembre2021,,,,Enero - diciembre 2022,,,,Enero - diciembre 2023,,,,Enero - mayo 2024,,,
498,Mónaco,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"235,097",,"2,852",,0,,"26,558",,"496,184",,"115,554",,"81,305",,"122,067","255,978,760","107,547","14,053",,"269,803","613,886,632","254,772","42,084",,"86,294","215,639,902","79,397","2,834",,"157,438","677,311,382","219,309","6,674",,"312,351","809,907,582","292,823","30,930",,"627,969","1,472,000,641","607,501","85,048",,"629,214","1,519,116,718","604,244","14,508",,"1,168,696","2,383,746,598","1,123,419","108,808",,"1,302,925","2,635,539,612","1,255,722","74,955",,"1,418,373","3,192,572,790","1,373,031","175,156",,"1,392,010","2,651,286,308","1,350,516","91,253",,"2,173,933","4,010,338,066","2,124,571","48,164",,"2,039,794","3,666,872,582","1,989,718","52,305",,"1,839,655","3,413,647,128","1,783,461","36,188",,"1,636,678","3,218,835,400","1,587,387","37,733",,"1,340,228","3,496,561,866","1,313,019","26,380",,"1,323,636","4,068,057,877","1,282,747","13,741",,"950,008","2,825,254,274","931,027","30,892",,"1,041,065","3,040,980,031","1,007,238","8,904",,"1,158,189","3,824,552,336","1,121,585","7,839",,"683,216","2,549,381,411","655,507","4,976",,"1,101,797","4,095,008,603","1,074,520","6,741","1,054,738","4,285,766,094","975,811","6,971","469,962","2,090,590,632","449,137","4,211","330,348","1,278,985,766","320,248","2,397"
500,Montenegro,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,132,"421,626",127,5,,123,"382,577",117,6,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Montserrat,"57,344",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"58,238",,"67,870",,"114,655",,"172,215",,"85,350",,"22,171",,"17,670",,"58,543","114,729,360","53,927","31,861",,0,0,0,0,,"30,138","77,935,773","29,073","53,386",,0,0,0,0,,0,0,0,0,,108,"249,379",108,0,,101,"236,133",98,1,,"1,143","2,237,902","1,100",227,,0,0,0,0,,0,0,0,0,,269,"493,893",236,13,,0,0,0,0,,448,"791,470",443,19,,577,"1,093,969",570,9,,"2,213","4,282,779","1,446",360,,23,"57,504",21,1,,290,"861,732",209,27,,238.79,709686,219.88,6.53,,"15,912","44,757,976","15,403",972,,"1,436","4,904,800","1,397",18,,28,"104,976",28,0,,"1,128","4,335,230","1,101",116,0,0,0,0,0,0,0,0,0,0,0,0
505,Mozambique,"221,374",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"10,710",,"26,081",,0,,0,,"8,978",,"15,734","34,099,669","13,000",850,,"11,388","26,286,698","9,399",934,,0,0,0,0,,0,0,0,0,,0,0,0,0,,770,"1,789,124",528,352,,"2,823","6,452,175","2,056",197,,"2,208","4,899,264",423,268,,"8,054","15,888,088","4,000","2,524",,278,"559,804",228,57,,0,0,0,0,,"201,516","367,192,124","144,947","145,320",,"24,243","43,822,992","13,720","5,753",,"7,840","15,054,176","5,339","2,808",,"60,170","116,195,181","39,331","25,226",,0,0,0,0,,"4,737,238","15,577,763,102","3,868,564","30,136,102",,"3,403,836","10,234,455,328","2,693,703","20,538,060",,"8,598","25,254,043","8,285",178,,"24,016","83,080,576","21,996","3,758",,"17,798","64,271,853","17,429","12,004",,"167,769","645,955,563","161,657","56,968","138,585","588,113,985","132,299","52,000","19,774","80,443,990","15,833","3,668","51,002","198,350,650","49,219","26,000"
507,Namibia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"10,250",,0,,0,,"123,300","267,388,380","105,235","438,481",,0,0,0,0,,73,"192,746",66,17,,0,"12,504,021","4,278",6,,"3,510","9,444,287","2,000","2,000",,0,0,0,0,,691,"1,565,325",128,45,,"12,663","27,168,665","9,358","3,228",,479,"882,734",305,158,,"784,012","1,537,487,341","722,272","298,689",,"472,195","898,327,186","436,400","175,183",,"885,857","1,585,587,711","823,428","247,946",,"2,909,676","5,231,037,480","2,738,035","824,679",,"3,517,311","6,297,618,219","3,269,449","1,112,314",,"63,017","122,431,234","54,395","24,628",,"16,878","45,253,964","15,971",638,,"15,609","49,718,387","14,949",470,,"2,944","8,656,416","2,177",402,,"30,588","88,860,915","28,266",746,,"1,080","3,647,379","1,026",169,,"1,559","5,705,258","1,409",200,,"5,503","20,404,043","4,367",460,"342,097","1,385,252,082","327,660","53,130","16,540","77,303,917","14,984",322,"4,096","16,127,100","3,702",56
508,Nauru,0,,0,,0,,0,,0,,0,,0,,0,,"5,430",,0,,"4,308",,0,,"248,400",,"96,970",,0,,0,,0,,220,,0,,0,,0,0,0,0,,193,"443,690",171,5,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"20,121","46,059,300","18,881",70,,0,0,0,0,,"6,124","13,088,333","4,578",169,,"5,514","12,708,305","3,825",151,,"7,044","13,794,626","4,880",200,,"7,782","14,704,319","5,541",246,,"70,239","128,519,700","68,088","17,500",,"1,456","2,602,127","1,360",4,,"88,421","169,945,876","81,943","3,989",,"19,197","39,499,509","18,173",327,,0,0,0,0,,"4,120","12,470,236","3,930",257,,0,0,0,0,,"13,596","39,722,787","13,409",277,,"1,545","5,180,366","1,025",32,,0,0,0,0,,"52,651","191,052,358","48,691","23,587","70,656","309,052,699","69,642",80,"71,978","331,748,221","71,089",346,0,0,0,0
511,"Navidad (Christmas), Isla",0,,0,,0,,0,,0,,0,,0,,0,,0,,"2,850",,"108,282",,"6,049",,"7,589",,"16,040",,0,,0,,31,,"15,012",,0,,"59,027",,210,"410,460",205,12,,"4,714","11,017,797","3,910","10,109",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,832,"1,607,179",10,66,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"13,330","38,095,998","8,824",366,,0,0,0,0,,"146,818","564,125,635","145,848","14,725",,0,0,0,0,96,"400,397",93,1,242,"1,102,275",219,0,51,"199,082",50,0
517,Nepal,0,,0,,0,,0,,0,,0,,0,,0,,"1,379",,0,,"61,849",,0,,489,,"28,822",,"7,295",,971,,"1,490",,0,,"2,039",,"3,627",,"3,509","7,521,644","2,004",311,,"4,459","10,159,977","4,275",42,,"1,029","2,344,447",953,64,,150,"431,760",99,28,,335,"848,561",226,"1,927",,"9,026","20,695,169","7,640",724,,"13,383","31,889,066","11,617","2,294",,"23,641","48,785,451","21,346","1,259",,"67,356","124,984,011","59,715","44,797",,457,"919,322",435,2,,"45,097","82,928,667","36,401","27,959",,"44,495","80,169,340","38,147","2,198",,"42,144","75,752,497","21,147","3,390",,"102,440","196,194,516","79,431","4,213",,"36,068","73,399,448","23,551","1,725",,"38,182","93,212,122","28,532","3,638",,"19,292","58,377,079","16,871",962,,"11,252","33,143,409","7,846",879,,"17,547","50,661,867","14,601","1,666",,"24,346","83,876,200","21,745",883,,"27,499","96,620,965","23,003","2,721",,"16,715","61,774,041","11,472","3,124","20,301","81,912,299","10,913","1,766","1,794","7,697,351","1,550",193,"15,156","59,114,666","10,413","1,641"
521,Nicaragua,"25,452",,0,,"289,500",,"128,899",,0,,0,,"32,996",,"396,559",,0,,"20,792",,"36,169",,"557,643",,"66,392",,"472,404",,"128,244",,"1,447,277",,"253,570",,"772,772",,"548,383",,"195,475",,"168,109","334,271,732","148,373","106,557",,"1,369,414","3,167,095,061","1,172,374","4,023,835",,"71,694","187,498,306","60,765","94,807",,"122,332","651,068,644","208,317","140,371",,"999,994","2,616,819,796","902,313","1,016,126",,"1,397,702","3,234,345,584","1,252,698","1,663,470",,"25,122,843","57,193,689,076","23,088,313","52,596,277",,"2,902,306","6,109,982,167","2,670,199","3,222,534",,"7,461,339","14,885,817,823","6,833,372","7,960,126",,"6,412,484","13,772,215,323","5,991,801","4,848,582",,"4,501,716","8,520,504,473","4,048,628","3,938,312",,"9,016,290","16,573,364,328","8,415,450","6,876,389",,"16,094,241","28,868,693,387","15,358,731","8,316,273",,"10,730,276","20,088,002,723","9,926,846","6,551,955",,"10,001,909","19,980,687,724","9,351,161","7,101,539",,"10,713,007","29,078,739,091","10,217,208","7,427,881",,"8,532,548","25,957,191,208","8,152,950","6,060,617",,"6,248,535","18,452,224,578","6,019,278","3,858,724",,"8,562,238","25,379,032,941","8,209,978","6,155,216",,"9,516,488","31,272,022,256","8,990,552","8,437,996",,"6,322,556","23,513,373,663","5,929,128","8,401,405",,"18,555,251","70,227,349,005","17,173,762","21,709,339","22,415,522","95,217,998,792","20,346,382","19,574,366","18,017,173","80,139,050,344","16,551,606","15,865,068","10,577,668","41,241,206,236","9,898,227","12,457,846"
525,Níger,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"80,370",,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,546,"1,401,855",499,53,,"130,183","302,849,974","120,977","54,886",,0,0,0,0,,"4,653","9,371,036","4,408",30,,"80,131","156,789,303","66,247","3,773",,"78,813","147,456,625","70,998","55,663",,"23,584","44,832,665","22,948",8,,"21,195","38,659,562","20,645",7,,"23,757","42,765,304","16,326","59,003",,"7,101","12,537,663","4,584",4,,"76,976","173,542,519","74,986",189,,"2,813","6,989,141","2,323",129,,"11,213","34,001,893","9,854",154,,"7,260","21,387,689","5,574",238,,"10,325","32,348,563","9,149","18,964",,"1,813","5,792,377","1,321",67,,"9,680","36,073,035","9,255",12,,"36,106","141,695,715","31,033","2,581","35,055","156,451,587","26,849","52,078","6,573","28,170,820","5,956",12,"4,155","16,333,612","4,079",4
528,Nigeria,"16,097,859",,"8,969,628",,"187,203",,65,,"22,066",,"10,515",,"51,692",,0,,0,,0,,"162,284",,"94,036",,"580,408",,"511,711",,"2,917,846",,"8,709,248",,"3,642,180",,"403,796",,"82,889",,121,,117,"232,521",112,57,,"8,235,871","19,013,177,687","7,530,580","59,706,430",,"2,072","4,995,634","1,826",697,,"64,256","173,802,352","53,651","18,520",,"225,915","570,734,841","209,820","112,184",,"21,247,986","49,803,389,914","19,856,141","54,220,136",,"241,960","553,235,634","216,460","109,681",,"40,780,068","82,956,996,306","40,225,174","68,524,075",,"452,395","839,641,808","406,549","292,465",,"524,661","1,065,394,208","468,927","323,859",,"460,055","893,095,984","413,483","225,659",,"466,522","840,986,490","440,209","259,476",,"400,627","715,792,381","375,914","155,498",,"136,779","253,809,763","115,797","37,965",,"69,584","141,063,510","60,667","7,937",,"84,007","224,242,952","60,228","31,274",,"208,024","635,192,108","186,607","51,028",,"74,363","219,602,662","58,989","28,903",,"10,650,939","34,381,442,613","9,408,145","29,611,670",,"455,666","1,484,892,381","368,998","906,214",,"491,491","1,744,751,221","425,433","842,377",,"2,509,584","9,742,271,598","2,079,631","4,336,396","14,917,898","59,190,237,758","13,160,198","15,715,371","189,134,616","782,088,794,668","180,873,924","317,955,652","91,601,721","346,876,869,717","89,728,280","153,929,435"
531,Niue,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"5,260",,0,,0,,"1,250",,0,,"41,652","90,270,714","38,842","2,681",,0,0,0,0,,0,0,0,0,,"6,718",0,0,0,,"2,731","6,963,811","2,610",3,,"1,376","3,154,994",883,43,,"19,278","43,495,517","18,736",234,,"6,898","14,069,345","6,573",59,,916,"1,898,214",848,67,,"7,387","14,670,853","6,891","1,362",,"18,248","35,405,617","15,166","5,757",,65,"118,210",63,2,,"6,652","11,959,972","6,460",297,,"3,466","6,493,317","3,019",224,,"2,784","5,644,391","2,554",5,,0,0,0,0,,"1,623","4,734,785","1,603",83,,"3,316","9,668,863","3,271",169,,"5,016","14,353,459","4,738",248,,"2,021","6,448,645","1,970",107,,784,"2,937,483",772,58,,"6,909","25,268,387","6,055",33,"6,239","26,480,095","5,994",199,"5,683","23,697,069","5,310",859,"28,821","112,111,949","27,131",307
535,"Norfolk, Islas",0,,0,,0,,0,,0,,0,,0,,0,,0,,"2,560",,"20,801",,"8,758",,0,,0,,0,,0,,0,,0,,0,,0,,"4,415","8,598,433","3,375",493,,0,0,0,0,,204,"462,262",200,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,12,"43,083",12,1,,150,"562,467",100,1,"22,840","92,584,764","22,537",346,0,0,0,0,0,0,0,0
538,Noruega,"7,930,213",,"14,097,628",,"7,805,047",,"4,828,105",,"3,336,430",,"3,317,672",,"3,283,329",,"11,122,498",,"16,387,458",,"6,506,099",,"15,139,194",,"12,730,230",,"8,889,369",,"8,495,513",,"7,663,269",,"20,303,855",,"15,744,488",,"13,716,207",,"40,562,648",,"7,945,293",,"17,612,244","35,750,059,505","16,270,863","18,130,247",,"34,330,035","79,601,981,785","30,328,719","107,423,453",,"12,043,636","29,918,555,319","10,311,084","36,858,337",,"4,440,511","36,467,376,487","11,167,531","43,630,646",,"16,612,111","44,125,126,421","14,321,585","40,107,466",,"18,046,059","41,994,741,702","15,048,282","52,910,630",,"20,169,416","48,057,794,390","17,349,766","48,635,647",,"24,020,370","49,332,768,025","19,984,757","56,938,752",,"54,412,972","105,882,914,504","47,579,589","81,678,728",,"34,594,082","71,799,180,124","31,536,075","52,741,546",,"27,328,008","51,993,257,544","24,013,954","50,226,482",,"52,766,157","97,436,771,802","47,157,253","99,597,831",,"42,005,578","75,798,337,910","38,186,660","50,360,118",,"53,448,776","99,508,593,160","48,668,591","77,952,693",,"47,317,829","93,076,839,060","43,500,600","61,046,094",,"53,436,137","145,148,732,015","48,852,587","99,854,670",,"33,910,326","104,185,888,226","31,091,361","59,576,961",,"31,795,962","93,610,467,052","28,399,173","64,397,197",,"30,069,859","87,709,922,618","27,071,897","54,761,772",,"31,682,414","103,511,322,985","29,020,940","40,944,571",,"24,392,029","90,349,561,075","22,068,986","34,506,040",,"35,712,539","132,992,751,230","32,746,206","42,480,717","55,528,232","232,954,688,444","51,573,639","46,249,280","44,459,161","193,312,638,298","40,653,774","39,514,928","21,256,328","83,138,027,511","18,631,005","25,867,739"
542,Nueva Caledonia,0,,0,,0,,0,,0,,0,,"20,718",,0,,0,,0,,0,,"2,164",,0,,"109,830",,0,,0,,0,,0,,0,,"11,395",,"2,202","4,765,499","1,905","2,531",,0,0,0,0,,153,"415,006",147,2,,"22,799","26,399,257","8,803",414,,"6,041","16,551,850","5,756","2,232",,0,0,0,0,,"1,776","4,075,509","1,578",27,,"10,002","21,215,425","9,404","1,499",,"2,051","3,730,486","1,925",148,,"6,324","12,703,751","6,254",45,,0,0,0,0,,"134,427","243,998,842","125,728","55,590",,"95,078","169,887,235","88,715","39,997",,"4,337","8,231,573","3,690",102,,"25,309","50,534,330","24,285",729,,0,0,0,0,,136,"408,476",131,3,,0,0,0,0,,"11,113","32,074,577","11,013","1,447",,"25,769","86,945,596","24,668",179,,"205,479","767,324,282","186,047","3,442",,0,0,0,0,"13,963","70,322,539","12,632",198,"10,004","39,911,618","9,865",10,110,"427,872",108,10
545,Papua Nueva Guinea,"242,187",,"298,354",,"121,972",,"101,428",,"377,373",,"158,364",,"438,528",,"347,634",,"398,582",,"511,436",,"136,045",,"16,036",,0,,"95,438",,"185,237",,"651,917",,0,,"56,564",,"12,174",,0,,"2,468","4,877,114","1,996",30,,0,0,0,0,,"2,748","7,548,948","2,650","1,128",,0,0,0,0,,"62,641","171,070,397","53,800","1,962",,0,0,0,0,,"2,199","5,320,566","1,931",22,,470,"1,020,369",332,411,,"7,205","12,780,182","6,312",700,,"2,646","5,490,373","2,209","5,821",,0,0,0,0,,"5,712","10,357,066","5,002",162,,0,0,0,0,,0,0,0,0,,"3,173","6,478,611","2,490",2,,"18,626","46,720,421","9,502","3,942",,0,0,0,0,,0,0,0,0,,40,"113,971",35,14,,"11,931","37,904,657","3,384","1,013",,"66,890","244,316,855","60,622","8,900",,0,0,0,0,"57,194","252,436,917","52,898",296,"61,936","279,948,007","57,542",310,0,0,0,0
548,Nueva Zelandia,"140,861",,"286,694",,"250,927",,"508,164",,"605,662",,"1,550,856",,"2,718,167",,"1,234,350",,"260,493",,"235,523",,"331,397",,"3,501,228",,"1,217,036",,"587,099",,"1,207,097",,"2,980,998",,"4,634,155",,"18,077,738",,"20,344,444",,"3,703,128",,"3,950,042","8,111,427,269","3,690,469","1,069,004",,"12,225,792","28,189,677,020","11,447,458","4,851,211",,"9,136,611","21,577,407,873","8,530,473","3,747,513",,"2,912,140","8,564,244,801","2,796,083","410,124",,"11,490,499","30,412,202,376","11,172,490","1,020,895",,"3,036,045","7,040,561,502","2,730,581","497,004",,"4,920,798","11,619,703,439","4,497,846","975,532",,"6,696,048","13,939,513,589","5,981,295","1,381,893",,"8,303,966","16,215,265,679","7,688,111","1,223,924",,"5,515,598","11,600,889,849","4,937,213","857,951",,"6,560,506","12,364,471,082","6,146,257","607,287",,"7,975,134","14,785,194,301","7,429,896","597,804",,"8,466,085","15,199,331,140","7,909,270","728,785",,"11,667,451","21,879,185,569","11,094,650","744,567",,"12,071,463","23,944,798,894","11,314,051","1,376,215",,"8,693,010","23,721,702,878","8,250,259","554,374",,"8,600,145","26,214,441,200","8,102,120","748,458",,"14,680,386","42,964,892,900","14,041,540","877,875",,"8,996,580","26,675,719,897","8,563,742","646,388",,"10,210,534","33,621,211,141","9,683,508","917,493",,"10,913,879","40,529,559,412","10,301,217","900,423",,"32,158,840","121,840,143,953","30,404,905","4,070,884","33,708,749","140,140,006,870","29,341,243","17,054,810","21,394,737","92,260,896,138","20,167,195","2,780,297","3,212,523","12,466,306,816","3,011,369","516,616"
551,Vanuatu,0,,0,,"31,895",,0,,0,,0,,0,,0,,0,,0,,"15,741",,0,,0,,841,,0,,0,,"3,022",,"13,521",,56,,0,,0,0,0,0,,"10,521","23,595,236","9,216",812,,0,0,0,0,,251,0,0,0,,0,0,0,0,,0,0,0,0,,"54,204","120,835,202","53,708",19,,"22,594","46,881,244","20,921","24,587",,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,245,"440,589",217,92,,0,0,0,0,,0,0,0,0,,0,0,0,0,,"60,255","177,055,399","54,545","13,853",,967,"2,848,401",955,21,,"125,104","375,098,909","119,503","56,669",,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Oman,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,315,,"18,724",,0,,0,,130,,"2,833",,"4,192","9,043,294","3,994",135,,"2,427","5,585,617","2,355",74,,"62,991","156,342,830","58,556","1,929",,"203,925","133,028,715","37,278","64,660",,"56,403","149,181,413","47,608","65,256",,"13,406","30,943,910","10,688","20,824",,"341,417","825,686,348","303,588","299,103",,"7,947","17,855,416","5,946",141,,"110,360","200,250,729","97,820","64,249",,"38,078","75,982,313","24,531","1,741",,"108,089","205,566,469","91,385","1,911",,"99,980","191,160,881","84,608","33,946",,"7,616","13,880,540","5,014","2,089",,"1,160,900","2,195,635,202","1,100,372","365,570",,"5,365,972","10,655,927,457","4,725,929","1,586,825",,"16,263,688","39,425,364,930","14,810,549","1,966,669",,"1,392,494","4,209,385,862","1,273,828","1,372,612",,"5,065,175","15,025,755,939","4,904,043","2,632,530",,"5,647,313","16,675,416,312","5,435,070","2,440,330",,"22,185,782","71,645,666,283","19,771,728","59,628,487",,"5,996,435","22,152,361,617","5,780,987","3,095,991",,"38,053,498","142,790,931,662","35,419,659","43,147,006","39,445,625","160,321,028,274","35,779,543","20,388,487","8,990,244","38,798,479,573","7,958,540","3,413,121","18,229,682","71,454,952,065","16,934,642","26,963,041"
563,"Pacifico, Islas administradas por USA",0,,0,,0,,0,,"1,836",,0,,0,,0,,367,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"Pacifico, Islas del",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"3,418",,0,,0,,0,,0,,0,0,0,0,,"25,959","59,710,373","22,357","18,883",,"10,725","24,253,913","9,814",732,,"7,669","8,887,859","2,989",92,,"14,219","37,931,812","13,727",449,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Países Bajos,"42,320,342",,"30,498,000",,"35,029,421",,"30,922,625",,"38,051,768",,"38,875,713",,"58,757,716",,"68,253,016",,"81,441,263",,"48,312,870",,"53,483,728",,"37,676,999",,"61,565,990",,"140,554,840",,"122,130,536",,"95,752,875",,"118,176,240",,"111,504,236",,"112,015,689",,"86,208,234",,"89,869,262","187,123,308,714","82,304,778","103,788,805",,"83,381,171","191,641,373,654","76,804,855","81,365,758",,"79,173,739","197,542,848,055","73,726,013","40,479,617",,"203,530,066","379,150,753,130","124,368,121","63,016,455",,"126,961,469","333,320,700,688","118,225,968","77,987,828",,"167,779,869","389,402,357,108","154,771,225","100,382,449",,"290,553,169","693,676,229,914","275,005,982","64,396,595",,"301,037,922","620,613,185,591","284,856,239","94,745,312",,"336,440,490","655,556,967,318","317,894,796","121,139,286",,"244,274,791","524,647,707,539","232,605,116","90,961,989",,"260,720,158","491,774,790,558","246,486,828","86,208,093",,"281,615,618","519,100,359,332","262,312,626","126,828,200",,"279,311,058","501,967,559,499","263,120,978","143,390,819",,"326,759,017","611,599,332,448","308,088,274","187,073,347",,"294,209,461","586,345,115,200","277,728,030","170,726,813",,"359,376,127","989,408,731,922","338,974,608","228,524,868",,"311,301,732","948,785,266,950","291,764,049","331,378,951",,"291,189,769","863,020,351,411","273,933,769","264,720,022",,"245,985,988","725,064,577,304","231,984,722","148,097,759",,"266,755,463","875,985,132,359","251,734,500","159,717,854",,"250,988,745","918,895,584,129","235,522,809","144,869,488",,"488,712,435","1,836,527,432,373","461,886,558","358,061,986","545,031,298","2,312,448,122,329","503,514,115","240,276,820","606,930,318","2,643,933,629,934","574,122,806","344,873,129","193,899,588","757,985,534,689","182,896,676","130,977,969"
576,Pakistán,"231,779",,"102,539",,"710,239",,"399,864",,"188,420",,"301,752",,"171,989",,"191,485",,"189,610",,"257,467",,"228,051",,"234,529",,"8,226,881",,"4,486,322",,"3,096,397",,"3,899,714",,"6,182,646",,"6,413,404",,"9,266,019",,"5,681,712",,"14,354,967","29,640,358,093","13,398,783","4,446,136",,"12,642,479","29,113,848,815","11,873,824","3,244,084",,"9,619,952","23,906,548,352","9,095,871","2,488,988",,"6,696,803","21,333,193,203","6,953,725","1,978,207",,"11,596,427","30,419,280,556","10,925,859","3,300,567",,"20,585,604","47,742,359,624","18,968,449","7,476,231",,"34,121,458","80,420,094,831","31,769,637","11,310,600",,"43,801,322","91,231,638,741","40,857,450","14,177,525",,"36,950,493","72,466,866,962","34,744,760","9,511,972",,"34,395,067","73,754,459,668","32,726,307","12,221,486",,"44,243,791","83,708,260,731","41,831,257","10,502,621",,"61,989,612","113,206,193,909","59,429,251","10,885,198",,"71,492,419","128,477,186,488","68,319,652","12,775,280",,"58,239,289","108,850,880,356","55,623,885","8,860,078",,"63,719,107","126,114,987,178","61,091,588","10,203,507",,"53,609,627","144,587,515,117","51,278,938","9,050,125",,"41,840,824","127,336,336,341","40,299,840","6,865,123",,"45,239,404","133,789,952,596","43,270,689","6,536,403",,"48,834,198","145,034,050,330","46,332,980","7,244,158",,"49,842,657","163,526,991,999","47,140,123","7,918,733",,"32,980,221","120,499,285,694","31,383,490","5,339,665",,"55,304,767","207,333,373,518","51,265,435","8,995,078","69,252,392","294,463,997,912","61,339,111","8,706,002","46,295,590","200,550,598,480","43,621,093","6,241,769","17,100,663","66,595,452,597","16,120,643","2,455,616"
