,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_ESTUDIANTE,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,COLE_COD_DANE_ESTABLECIMIENTO,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_COD_DANE_SEDE,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,COLE_DEPTO_UBICACION,ESTU_PRIVADO_LIBERTAD,ESTU_COD_MCPIO_PRESENTACION,ESTU_MCPIO_PRESENTACION,ESTU_DEPTO_PRESENTACION,ESTU_COD_DEPTO_PRESENTACION,PUNT_MATEMATICAS,DESEMP_MATEMATICAS,PERCENTIL_MATEMATICAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_C_NATURALES,DESEMP_C_NATURALES,PERCENTIL_C_NATURALES,PUNT_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,PUNT_GLOBAL,PERCENTIL_GLOBAL,PERCENTIL_ESPECIAL_GLOBAL,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_ESTADOINVESTIGACION
1338,TI,COLOMBIA,M,16/04/2005,20224,SB11202240615769,ESTUDIANTE,COLOMBIA,,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Postgrado,Educación profesional completa,Estrato 3,5 a 6,Cuatro,Si,Si,Si,Si,Si,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Más de 3 horas,0,"Si, en efectivo y especie",,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Igual,311001109184.0,604207.0,LICEO MODERNO LEEUWENHOEK,UNICA,MIXTO,NO OFICIAL,A,,,311001109184.0,LICEO MODERNO LEEUWENHOEK - SEDE PRINCIPAL,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,60,3,78,64.0,86.0,A2,59,3,83,70,4,95,69,3,97,322,91.0,,73.0655459382488,4.0,3.0,PUBLICAR
1339,TI,COLOMBIA,M,09/01/2005,20224,SB11202240267956,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,SAN JUAN DEL CESAR,44650.0,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 1,5 a 6,Cuatro,No,No,Si,Si,Si,No,No,No,11 A 25 LIBROS,30 minutos o menos,No Navega Internet,Menos de 10 horas,"Si, en efectivo",Todos o casi todos los días,3 a 5 veces por semana,Nunca o rara vez comemos eso,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,144650000368.0,709717.0,INSTITUCION EDUCATIVA LA NORMAL SUPERIOR,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,144650000368.0,INSTITUCION EDUCATIVA LA NORMAL SUPERIOR,S,URBANO,44650.0,SAN JUAN DEL CESAR,44.0,LA GUAJIRA,N,44650,SAN JUAN DEL CESAR,LA GUAJIRA,44,52,3,55,33.0,6.0,A-,54,2,69,58,3,68,39,1,28,247,50.0,,51.2438351036114,3.0,2.0,PUBLICAR
1340,TI,COLOMBIA,M,15/06/2004,20224,SB11202240229860,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 3,3 a 4,Tres,Si,Si,Si,Si,No,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No sabe,No sabe,Igual,105001000493.0,724740.0,INST EDUC RAMON GIRALDO CEBALLOS,UNICA,MIXTO,OFICIAL,A,,ACADÉMICO,105001000493.0,INST EDUC RAMON GIRALDO CEBALLOS,S,URBANO,5001.0,MEDELLÍN,5.0,ANTIOQUIA,N,5001,MEDELLÍN,ANTIOQUIA,5,53,3,56,40.0,28.0,A-,52,2,63,49,2,37,56,3,73,258,57.0,,56.3704764759836,3.0,2.0,PUBLICAR
1341,TI,COLOMBIA,F,25/08/2004,20224,SB11202240396203,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Educación profesional completa,Educación profesional completa,Estrato 6,1 a 2,Dos,Si,Si,Si,Si,Si,Si,No,No,11 A 25 LIBROS,No leo por entretenimiento,Más de 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Mejor,405266800061.0,753848.0,COLEGIO FRANCISCANO PALERMO DE SAN JOSE ,COMPLETA,MIXTO,NO OFICIAL,A,,,405266800061.0,COLEGIO FRANCISCANO PALERMO DE SAN JOSE  - SEDE PRINCIPAL,S,URBANO,5266.0,ENVIGADO,5.0,ANTIOQUIA,N,5266,ENVIGADO,ANTIOQUIA,5,58,3,73,61.0,80.0,A2,51,2,61,57,3,64,56,3,73,280,71.0,,69.8111995373897,4.0,4.0,PUBLICAR
1342,CC,COLOMBIA,M,30/08/2003,20224,SB11202240123324,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25.0,FUSAGASUGÁ,25290.0,Primaria completa,Secundaria (Bachillerato) completa,Estrato 3,5 a 6,Cuatro,Si,No,No,No,Si,No,No,No,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,Es vendedor o trabaja en atención al público,"Es agricultor, pesquero o jornalero",Mejor,125290001355.0,734988.0,INSTITUCION EDUCATIVA MUNICIPAL JOSE CELESTINO MUTIS,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO,125290001355.0,LOS COMUNEROS,S,URBANO,25290.0,FUSAGASUGÁ,25.0,CUNDINAMARCA,N,25290,FUSAGASUGÁ,CUNDINAMARCA,25,42,2,25,48.0,48.0,A1,47,2,46,49,2,37,33,1,12,216,29.0,,43.2855909046577,2.0,2.0,PUBLICAR
1343,TI,COLOMBIA,F,15/07/2005,20224,SB11202240349734,ESTUDIANTE,COLOMBIA,Si,LA GUAJIRA,44.0,RIOHACHA,44001.0,Educación profesional completa,Técnica o tecnológica completa,Estrato 2,3 a 4,Dos,Si,No,No,No,Si,Si,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)",Peor,344001000382.0,738328.0,SAGRADA FAMILIA,UNICA,FEMENINO,OFICIAL,A,N,TÉCNICO,344001000382.0,INSTITUCION EDUCATIVA DISTRITAL FAMILIA DE NAZARET,S,URBANO,44001.0,RIOHACHA,44.0,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,55,3,62,41.0,31.0,A-,57,3,77,52,3,48,49,2,54,262,59.0,,52.2075776700066,3.0,3.0,PUBLICAR
1344,TI,COLOMBIA,M,29/04/2005,20224,SB11202240420919,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,Dos,Si,Si,Si,No,Si,No,No,No,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja en el hogar, no trabaja o estudia","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Mejor,111001086681.0,85399.0,COLEGIO NUEVO HORIZONTE (IED),MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,111001086681.0,CENT EDUC DIST NUEVO HORIZONTE,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,52,3,54,56.0,69.0,A1,53,2,67,52,3,46,50,2,58,260,59.0,,47.0062809662292,2.0,2.0,PUBLICAR
1345,TI,COLOMBIA,F,13/03/2006,20224,SB11202240216635,ESTUDIANTE,COLOMBIA,Si,CHOCO,27.0,BAJO BAUDÓ,27077.0,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Tres,No,Si,Si,No,Si,No,No,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,0,No,Nunca o rara vez comemos eso,1 o 2 veces por semana,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,127077000089.0,77164.0,IE FRANCISCO PIZARRO,MAÑANA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,127077000089.0,IE FRANCISCO PIZARRO - SEDE PRINCIPAL,S,URBANO,27077.0,BAJO BAUDÓ,27.0,CHOCO,N,27077,BAJO BAUDÓ,CHOCO,27,52,3,53,46.0,44.0,A-,52,2,61,57,3,64,53,2,66,265,61.0,,42.0110171449394,2.0,2.0,PUBLICAR
1346,TI,COLOMBIA,F,07/02/2006,20224,SB11202240009525,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,RIONEGRO,5615.0,Educación profesional completa,Postgrado,Estrato 3,3 a 4,Dos,Si,Si,Si,Si,Si,Si,No,No,MÁS DE 100 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,3 a 5 veces por semana,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",Igual,305615000294.0,2360.0,COLEGIO LA PRESENTACION                                                                             ,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,305615000294.0,COLEGIO LA PRESENTACION                                                                             ,S,URBANO,5615.0,RIONEGRO,5.0,ANTIOQUIA,N,5615,RIONEGRO,ANTIOQUIA,5,71,4,96,65.0,88.0,A2,60,3,83,64,3,85,59,3,80,318,89.0,,76.0138779577079,4.0,3.0,PUBLICAR
1347,TI,COLOMBIA,M,20/04/2005,20224,SB11202240029536,ESTUDIANTE,COLOMBIA,No,ANTIOQUIA,5.0,SAN JERÓNIMO,5656.0,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,Tres,No,No,No,No,No,No,Si,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,Entre 21 y 30 horas,No,1 o 2 veces por semana,3 a 5 veces por semana,Nunca o rara vez comemos eso,No sabe,"Trabaja en el hogar, no trabaja o estudia",Igual,205042000508.0,300913.0,I. E. R. OGOSCO,COMPLETA,MIXTO,OFICIAL,A,,NO APLICA,205656000571.0,C. E. R. EL RUANO,N,RURAL,5656.0,SAN JERÓNIMO,5.0,ANTIOQUIA,N,5042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,5,30,1,5,44.0,39.0,A-,30,1,1,40,2,13,32,1,9,169,4.0,,34.1159887024492,1.0,2.0,PUBLICAR
1348,TI,COLOMBIA,F,15/08/2005,20224,SB11202240151030,ESTUDIANTE,COLOMBIA,No,VALLE,76.0,CALI,76001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Dos,Si,Si,Si,No,No,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,0,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Igual,176001800052.0,707729.0,INSTITUCION EDUCATIVA LLANO VERDE ,MAÑANA,MIXTO,OFICIAL,A,,,176001800087.0,CALIMIO DESEPAZ,N,URBANO,76001.0,CALI,76.0,VALLE,N,76001,CALI,VALLE,76,50,2,46,55.0,67.0,A1,45,2,41,57,3,62,41,2,33,244,48.0,,46.8615796634281,2.0,2.0,PUBLICAR
1349,TI,COLOMBIA,F,03/12/2004,20224,SB11202240041028,ESTUDIANTE,COLOMBIA,No,META,50.0,VILLAVICENCIO,50001.0,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Tres,Si,Si,Si,Si,Si,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,Menos de 10 horas,"Si, en efectivo",1 o 2 veces por semana,Todos o casi todos los días,3 a 5 veces por semana,"Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia",Igual,150001800321.0,786442.0,INSTITUCION EDUCATIVA LA MADRID,MAÑANA,MIXTO,OFICIAL,A,,,150001800321.0,INSTITUCION EDUCATIVA LA MADRID - SEDE PRINCIPAL,S,URBANO,50001.0,VILLAVICENCIO,50.0,META,N,50001,VILLAVICENCIO,META,50,30,1,5,39.0,23.0,A-,39,1,17,38,2,10,33,1,13,177,7.0,,50.3200303819554,2.0,2.0,PUBLICAR
1350,CC,COLOMBIA,F,07/06/2002,20224,SB11202240328957,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,RIOHACHA,44001.0,Primaria incompleta,Educación profesional incompleta,Estrato 1,7 a 8,Tres,No,No,Si,No,No,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,144001001941.0,60954.0,INSTITUCION EDUCATIVA HELION PINEDO RIOS,TARDE,MIXTO,OFICIAL,A,N,ACADÉMICO,144001001941.0,HELION PINEDO RIOS,S,URBANO,44001.0,RIOHACHA,44.0,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,56,3,65,44.0,38.0,A-,44,2,36,51,3,43,43,2,38,241,46.0,,41.9147467254222,2.0,2.0,PUBLICAR
1351,TI,COLOMBIA,M,07/02/2005,20224,SB11202240535379,ESTUDIANTE,COLOMBIA,No,SUCRE,70.0,SINCELEJO,70001.0,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 4,3 a 4,Dos,Si,Si,No,No,Si,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,3 a 5 veces por semana,1 o 2 veces por semana,1 o 2 veces por semana,"Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Igual,370001038909.0,114579.0,INSTITUCION EDUCATIVA COMFASUCRE(ANTES CENTRO DOCEMTE CONFASUCRE),MAÑANA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,370001038909.0,INSTITUCION EDUCATIVA COMFASUCRE (ANTES CENTRO DOCENTE COMFASUCRE),S,URBANO,70001.0,SINCELEJO,70.0,SUCRE,N,70001,SINCELEJO,SUCRE,70,45,2,32,33.0,7.0,A-,37,1,12,40,2,13,38,1,25,197,17.0,,52.6584572281433,3.0,3.0,PUBLICAR
1352,TI,COLOMBIA,M,23/05/2006,20224,SB11202240264276,ESTUDIANTE,COLOMBIA,No,LA GUAJIRA,44.0,RIOHACHA,44001.0,Técnica o tecnológica completa,Primaria incompleta,Estrato 2,5 a 6,Dos,Si,No,Si,No,No,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,Todos o casi todos los días,Todos o casi todos los días,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Mejor,144001001941.0,52720.0,INSTITUCION EDUCATIVA HELION PINEDO RIOS,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,144001001941.0,HELION PINEDO RIOS,S,URBANO,44001.0,RIOHACHA,44.0,LA GUAJIRA,N,44001,RIOHACHA,LA GUAJIRA,44,76,4,99,52.0,60.0,A1,66,3,94,66,4,89,56,3,75,325,91.0,,46.9179815140354,2.0,2.0,PUBLICAR
1353,TI,COLOMBIA,F,25/03/2005,20224,SB11202240606871,ESTUDIANTE,COLOMBIA,No,CAUCA,19.0,PIENDAMÓ - TUNÍA,19548.0,Primaria incompleta,Primaria incompleta,Estrato 1,5 a 6,Tres,No,No,No,No,No,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",,219548000817.0,127878.0,INSTITUCION EDUCATIVA SANTA ELENA,MAÑANA,MIXTO,OFICIAL,A,,TÉCNICO,219548000817.0, SANTA ELENA (sede principal),S,RURAL,19548.0,PIENDAMÓ - TUNÍA,19.0,CAUCA,N,19548,PIENDAMÓ - TUNÍA,CAUCA,19,42,2,26,40.0,28.0,A-,44,2,36,51,3,42,48,2,52,229,38.0,,34.5785158813967,1.0,1.0,PUBLICAR
1354,NES,VENEZUELA,F,14/05/2005,20224,SB11202240465457,ESTUDIANTE,VENEZUELA,No,ANTIOQUIA,5.0,EL CARMEN DE VIBORAL,5148.0,No sabe,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Uno,Si,No,Si,No,Si,No,No,No,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,1 o 2 veces por semana,1 o 2 veces por semana,3 a 5 veces por semana,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Peor,105148000308.0,42028.0,I. E. FRAY JULIO TOBON B.,NOCHE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,105148000308.0,I. E. FRAY JULIO TOBON,S,URBANO,5148.0,EL CARMEN DE VIBORAL,5.0,ANTIOQUIA,N,5148,EL CARMEN DE VIBORAL,ANTIOQUIA,5,49,2,45,60.0,79.0,A2,54,2,69,49,2,38,37,1,22,241,46.0,,47.0115228302507,2.0,3.0,PUBLICAR
1355,TI,COLOMBIA,M,11/10/2005,20224,SB11202240487995,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25.0,MADRID,25430.0,Secundaria (Bachillerato) completa,Educación profesional incompleta,Estrato 3,3 a 4,Dos,Si,Si,Si,No,Si,No,No,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,Menos de 10 horas,"Si, en efectivo",Todos o casi todos los días,3 a 5 veces por semana,1 o 2 veces por semana,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc",Mejor,125430000842.0,734152.0,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNOLOGICO DE MADRID,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,125430000842.0,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNOLOGICO DE MADRID,S,URBANO,25430.0,MADRID,25.0,CUNDINAMARCA,N,25430,MADRID,CUNDINAMARCA,25,49,2,43,44.0,37.0,A-,41,2,24,46,2,27,43,2,39,223,34.0,,55.5977543127131,3.0,2.0,PUBLICAR
1356,TI,COLOMBIA,F,07/07/2005,20224,SB11202240358360,ESTUDIANTE,COLOMBIA,No,BOLIVAR,13.0,TURBACO,13836.0,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Estrato 1,5 a 6,Dos,Si,No,Si,Si,Si,No,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",Igual,113836000241.0,4713.0,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,113836000241.0,INSTITUCION EDUCATIVA  DOCENTE DE TURBACO,S,URBANO,13836.0,TURBACO,13.0,BOLIVAR,N,13836,TURBACO,BOLIVAR,13,34,1,10,47.0,46.0,A-,37,1,12,36,2,7,39,1,28,187,12.0,,49.4095379064456,2.0,2.0,PUBLICAR
1357,TI,COLOMBIA,M,30/03/2005,20224,SB11202240513996,ESTUDIANTE,COLOMBIA,No,CASANARE,85.0,YOPAL,85001.0,No Aplica,Educación profesional completa,Estrato 2,5 a 6,Cuatro,Si,Si,Si,No,Si,Si,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,0,No,1 o 2 veces por semana,3 a 5 veces por semana,1 o 2 veces por semana,No aplica,No aplica,Igual,385001003819.0,109702.0,COLEGIO ANTONIO NARIÑO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,385001003819.0,COLEGIO ANTONIO NARIÑO,S,URBANO,85001.0,YOPAL,85.0,CASANARE,N,85001,YOPAL,CASANARE,85,55,3,64,58.0,74.0,A2,60,3,83,68,4,92,59,3,82,302,82.0,,56.3677574987698,3.0,3.0,PUBLICAR
1358,TI,COLOMBIA,F,07/09/2004,20224,SB11202240044860,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 3,3 a 4,Dos,Si,No,Si,No,No,No,No,No,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,0,No,1 o 2 veces por semana,1 o 2 veces por semana,Nunca o rara vez comemos eso,No sabe,"Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",Peor,411001108271.0,193458.0,COL MARIA AUXILIADORA NORTE,COMPLETA,FEMENINO,NO OFICIAL,A,,ACADÉMICO,411001108271.0,COL MARIA AUXILIADORA NORTE - SEDE PRINCIPAL,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,70,3,96,80.0,99.0,B+,71,4,98,72,4,97,71,4,98,358,99.0,,46.3039677181861,2.0,3.0,PUBLICAR
1359,TI,COLOMBIA,M,04/12/2005,20224,SB11202240500098,ESTUDIANTE,COLOMBIA,No,CUNDINAMARCA,25.0,VILLAGÓMEZ,25871.0,Primaria incompleta,Primaria incompleta,Sin Estrato,3 a 4,Cuatro,Si,Si,Si,Si,Si,No,No,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,0,"Si, en efectivo",Todos o casi todos los días,Nunca o rara vez comemos eso,1 o 2 veces por semana,"Es agricultor, pesquero o jornalero","Trabaja en el hogar, no trabaja o estudia",Igual,125871000163.0,741124.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,125871000163.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ,N,URBANO,25871.0,VILLAGÓMEZ,25.0,CUNDINAMARCA,N,25513,PACHO,CUNDINAMARCA,25,61,3,79,33.0,7.0,A-,51,2,61,54,3,53,58,3,78,271,65.0,,47.86526810127,2.0,2.0,PUBLICAR
1360,TI,COLOMBIA,M,25/09/2005,20224,SB11202240147426,ESTUDIANTE,COLOMBIA,No,ATLANTICO,8.0,SABANALARGA,8638.0,,,,3 a 4,Tres,,Si,Si,Si,,No,Si,No,,,,Menos de 10 horas,"Si, en efectivo",,,,"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia",Igual,208638000237.0,118455.0,INSTITUCION EDUCATIVA ANTONIA SANTOS,MAÑANA,MIXTO,OFICIAL,A,N,ACADÉMICO,208638000237.0,INSTITUCION EDUCATIVA ANTONIA SANTOS,S,RURAL,8638.0,SABANALARGA,8.0,ATLANTICO,N,8638,SABANALARGA,ATLANTICO,8,35,1,12,36.0,16.0,A-,41,2,24,44,2,22,29,1,4,186,11.0,,53.5737656860153,3.0,2.0,PUBLICAR
1361,TI,COLOMBIA,M,21/09/2005,20224,SB11202240171253,ESTUDIANTE,COLOMBIA,No,BOGOTÁ,11.0,BOGOTÁ D.C.,11001.0,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Tres,Si,Si,Si,Si,No,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Más de 3 horas,0,No,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,No sabe,"Trabaja en el hogar, no trabaja o estudia",Igual,311001002843.0,21378.0,COLEGIO INTERAMERICANO,COMPLETA,MIXTO,NO OFICIAL,A,N,ACADÉMICO,311001002843.0,COLEGIO INTERAMERICANO,S,URBANO,11001.0,BOGOTÁ D.C.,11.0,BOGOTÁ,N,11001,BOGOTÁ D.C.,BOGOTÁ,11,67,3,92,75.0,96.0,B1,67,3,95,62,3,78,70,3,98,336,95.0,,62.4634625026487,3.0,3.0,PUBLICAR
1362,TI,COLOMBIA,M,09/05/2006,20224,SB11202240408695,ESTUDIANTE,COLOMBIA,No,RISARALDA,66.0,DOSQUEBRADAS,66170.0,Secundaria (Bachillerato) completa,Técnica o tecnológica incompleta,Estrato 3,3 a 4,Dos,Si,Si,Si,Si,Si,No,No,No,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,0,No,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los días,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Trabaja en el hogar, no trabaja o estudia",Igual,166001002339.0,669499.0,INSTITUCION EDUCATIVA INEM FELIPE PEREZ,UNICA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,166001002339.0,INSTITUCION EDUCATIVA INEM FELIPE PEREZ,S,URBANO,66001.0,PEREIRA,66.0,RISARALDA,N,66170,DOSQUEBRADAS,RISARALDA,66,68,3,93,75.0,96.0,B1,64,3,92,53,3,49,61,3,86,313,87.0,,57.1944047420743,3.0,3.0,PUBLICAR
